#step,cat_index,cat 
331,1,Defective
332,1,Defective
333,1,Defective
334,1,Defective
335,1,Defective
336,1,Defective
337,1,Defective
338,1,Defective
339,1,Defective
340,1,Defective
341,1,Defective
342,1,Defective
343,1,Defective
344,1,Defective
345,1,Defective
346,1,Defective
347,1,Defective
348,1,Defective
349,1,Defective
350,1,Defective
351,1,Defective
352,1,Defective
353,1,Defective
354,1,Defective
355,1,Defective
356,1,Defective
357,1,Defective
358,1,Defective
359,1,Defective
360,1,Defective
361,1,Defective
362,1,Defective
363,1,Defective
364,1,Defective
365,1,Defective
366,1,Defective
367,1,Defective
368,1,Defective
369,1,Defective
370,1,Defective
371,1,Defective
372,1,Defective
373,1,Defective
374,1,Defective
375,1,Defective
376,1,Defective
377,1,Defective
378,1,Defective
379,1,Defective
380,1,Defective
381,1,Defective
382,1,Defective
383,1,Defective
384,1,Defective
385,1,Defective
386,1,Defective
387,1,Defective
388,1,Defective
389,1,Defective
390,1,Defective
391,1,Defective
392,1,Defective
393,1,Defective
394,1,Defective
395,1,Defective
396,1,Defective
397,1,Defective
398,1,Defective
399,1,Defective
400,1,Defective
401,1,Defective
402,1,Defective
403,1,Defective
404,1,Defective
405,1,Defective
406,1,Defective
407,1,Defective
408,1,Defective
409,1,Defective
410,1,Defective
411,1,Defective
412,1,Defective
413,1,Defective
414,1,Defective
415,1,Defective
416,1,Defective
417,1,Defective
418,1,Defective
419,1,Defective
420,1,Defective
421,1,Defective
422,1,Defective
423,1,Defective
424,1,Defective
425,1,Defective
426,1,Defective
427,1,Defective
428,1,Defective
429,1,Defective
430,1,Defective
431,1,Defective
432,1,Defective
433,1,Defective
434,1,Defective
435,1,Defective
436,1,Defective
437,1,Defective
438,1,Defective
439,1,Defective
440,1,Defective
441,1,Defective
442,1,Defective
443,1,Defective
444,1,Defective
445,1,Defective
446,1,Defective
447,1,Defective
448,1,Defective
449,1,Defective
450,1,Defective
451,1,Defective
452,1,Defective
453,1,Defective
454,1,Defective
455,1,Defective
456,1,Defective
457,1,Defective
458,1,Defective
459,1,Defective
460,1,Defective
461,1,Defective
462,1,Defective
463,1,Defective
464,1,Defective
465,1,Defective
466,1,Defective
467,1,Defective
468,1,Defective
469,1,Defective
470,1,Defective
471,1,Defective
472,1,Defective
473,1,Defective
474,1,Defective
475,1,Defective
476,1,Defective
477,1,Defective
478,1,Defective
479,1,Defective
480,1,Defective
481,1,Defective
482,1,Defective
483,1,Defective
484,1,Defective
485,1,Defective
486,1,Defective
487,1,Defective
488,1,Defective
489,1,Defective
490,1,Defective
491,1,Defective
492,1,Defective
493,1,Defective
494,1,Defective
495,1,Defective
496,1,Defective
497,1,Defective
498,1,Defective
499,1,Defective
500,1,Defective
501,1,Defective
502,1,Defective
503,1,Defective
504,1,Defective
505,1,Defective
506,1,Defective
507,1,Defective
508,1,Defective
509,1,Defective
510,1,Defective
511,1,Defective
512,1,Defective
513,1,Defective
514,1,Defective
515,1,Defective
516,1,Defective
517,1,Defective
518,1,Defective
519,1,Defective
520,1,Defective
521,1,Defective
522,1,Defective
523,1,Defective
524,1,Defective
525,1,Defective
526,1,Defective
527,1,Defective
528,1,Defective
529,1,Defective
530,1,Defective
531,1,Defective
532,1,Defective
533,1,Defective
534,1,Defective
535,1,Defective
536,1,Defective
537,1,Defective
538,1,Defective
539,1,Defective
540,1,Defective
541,1,Defective
542,1,Defective
543,1,Defective
544,1,Defective
545,1,Defective
546,1,Defective
547,1,Defective
548,1,Defective
549,1,Defective
550,1,Defective
551,1,Defective
552,1,Defective
553,1,Defective
554,1,Defective
555,1,Defective
556,1,Defective
557,1,Defective
558,1,Defective
559,1,Defective
560,1,Defective
561,1,Defective
562,1,Defective
563,1,Defective
564,1,Defective
565,1,Defective
566,1,Defective
567,1,Defective
568,1,Defective
569,1,Defective
570,1,Defective
571,1,Defective
572,1,Defective
573,2,Crystal
574,1,Defective
575,1,Defective
576,2,Crystal
577,1,Defective
578,1,Defective
579,1,Defective
580,1,Defective
581,1,Defective
582,1,Defective
583,2,Crystal
584,1,Defective
585,1,Defective
586,1,Defective
587,2,Crystal
588,2,Crystal
589,2,Crystal
590,2,Crystal
591,1,Defective
592,2,Crystal
593,2,Crystal
594,2,Crystal
595,2,Crystal
596,1,Defective
597,2,Crystal
598,1,Defective
599,1,Defective
600,2,Crystal
601,1,Defective
602,2,Crystal
603,2,Crystal
604,2,Crystal
605,1,Defective
606,1,Defective
607,1,Defective
608,1,Defective
609,2,Crystal
610,2,Crystal
611,1,Defective
612,2,Crystal
613,2,Crystal
614,2,Crystal
615,2,Crystal
616,1,Defective
617,2,Crystal
618,2,Crystal
619,1,Defective
620,2,Crystal
621,2,Crystal
622,2,Crystal
623,2,Crystal
624,2,Crystal
625,1,Defective
626,2,Crystal
627,2,Crystal
628,2,Crystal
629,2,Crystal
630,2,Crystal
631,1,Defective
632,1,Defective
633,2,Crystal
634,2,Crystal
635,1,Defective
636,2,Crystal
637,2,Crystal
638,2,Crystal
639,2,Crystal
640,2,Crystal
641,2,Crystal
642,2,Crystal
643,2,Crystal
644,2,Crystal
645,1,Defective
646,2,Crystal
647,2,Crystal
648,2,Crystal
649,2,Crystal
650,1,Defective
651,2,Crystal
652,1,Defective
653,2,Crystal
654,2,Crystal
655,2,Crystal
656,2,Crystal
657,2,Crystal
658,2,Crystal
659,2,Crystal
660,1,Defective
661,2,Crystal
662,2,Crystal
663,2,Crystal
664,2,Crystal
665,2,Crystal
666,2,Crystal
667,2,Crystal
668,2,Crystal
669,2,Crystal
670,2,Crystal
671,2,Crystal
672,2,Crystal
673,2,Crystal
674,2,Crystal
675,1,Defective
676,1,Defective
677,2,Crystal
678,2,Crystal
679,2,Crystal
680,2,Crystal
681,2,Crystal
682,2,Crystal
683,1,Defective
684,2,Crystal
685,2,Crystal
686,2,Crystal
687,2,Crystal
688,2,Crystal
689,2,Crystal
690,2,Crystal
691,2,Crystal
692,2,Crystal
693,2,Crystal
694,2,Crystal
695,2,Crystal
696,2,Crystal
697,2,Crystal
698,2,Crystal
699,2,Crystal
700,2,Crystal
701,2,Crystal
702,2,Crystal
703,2,Crystal
704,2,Crystal
705,2,Crystal
706,2,Crystal
707,2,Crystal
708,2,Crystal
709,2,Crystal
710,2,Crystal
711,2,Crystal
712,2,Crystal
713,2,Crystal
714,2,Crystal
715,2,Crystal
716,2,Crystal
717,2,Crystal
718,2,Crystal
719,2,Crystal
720,2,Crystal
721,2,Crystal
722,2,Crystal
723,2,Crystal
724,2,Crystal
725,2,Crystal
726,2,Crystal
727,2,Crystal
728,2,Crystal
729,2,Crystal
730,2,Crystal
731,2,Crystal
732,2,Crystal
733,2,Crystal
734,2,Crystal
735,2,Crystal
736,2,Crystal
737,2,Crystal
738,2,Crystal
739,2,Crystal
740,2,Crystal
741,2,Crystal
742,2,Crystal
743,2,Crystal
744,2,Crystal
745,2,Crystal
746,2,Crystal
747,2,Crystal
748,2,Crystal
749,2,Crystal
750,2,Crystal
751,2,Crystal
752,2,Crystal
753,2,Crystal
754,2,Crystal
755,2,Crystal
756,2,Crystal
757,2,Crystal
758,2,Crystal
759,2,Crystal
760,2,Crystal
761,2,Crystal
762,2,Crystal
763,2,Crystal
764,2,Crystal
765,2,Crystal
766,2,Crystal
767,2,Crystal
768,2,Crystal
769,2,Crystal
770,2,Crystal
771,2,Crystal
772,2,Crystal
773,2,Crystal
774,2,Crystal
775,2,Crystal
776,2,Crystal
777,2,Crystal
778,2,Crystal
779,2,Crystal
780,2,Crystal
781,2,Crystal
782,2,Crystal
783,2,Crystal
784,2,Crystal
785,2,Crystal
786,2,Crystal
787,2,Crystal
788,2,Crystal
789,2,Crystal
790,2,Crystal
791,2,Crystal
792,2,Crystal
793,2,Crystal
794,2,Crystal
795,2,Crystal
796,2,Crystal
797,2,Crystal
798,2,Crystal
799,2,Crystal
800,2,Crystal
801,2,Crystal
802,2,Crystal
803,2,Crystal
804,2,Crystal
805,2,Crystal
806,2,Crystal
807,2,Crystal
808,2,Crystal
809,2,Crystal
810,2,Crystal
811,2,Crystal
812,2,Crystal
813,2,Crystal
814,2,Crystal
815,2,Crystal
816,2,Crystal
817,2,Crystal
818,2,Crystal
819,2,Crystal
820,2,Crystal
821,2,Crystal
822,2,Crystal
823,2,Crystal
824,2,Crystal
825,2,Crystal
826,2,Crystal
827,2,Crystal
828,2,Crystal
829,2,Crystal
830,2,Crystal
831,2,Crystal
832,2,Crystal
833,2,Crystal
834,2,Crystal
835,2,Crystal
836,2,Crystal
837,2,Crystal
838,2,Crystal
839,2,Crystal
840,2,Crystal
841,2,Crystal
842,2,Crystal
843,2,Crystal
844,2,Crystal
845,2,Crystal
846,2,Crystal
847,2,Crystal
848,2,Crystal
849,2,Crystal
850,2,Crystal
851,2,Crystal
852,2,Crystal
853,2,Crystal
854,2,Crystal
855,2,Crystal
856,2,Crystal
857,2,Crystal
858,2,Crystal
859,2,Crystal
860,2,Crystal
861,2,Crystal
862,2,Crystal
863,1,Defective
864,2,Crystal
865,2,Crystal
866,2,Crystal
867,2,Crystal
868,2,Crystal
869,2,Crystal
870,2,Crystal
871,1,Defective
872,2,Crystal
873,2,Crystal
874,2,Crystal
875,2,Crystal
876,2,Crystal
877,2,Crystal
878,2,Crystal
879,2,Crystal
880,2,Crystal
881,2,Crystal
882,2,Crystal
883,2,Crystal
884,2,Crystal
885,2,Crystal
886,1,Defective
887,1,Defective
888,1,Defective
889,2,Crystal
890,1,Defective
891,2,Crystal
892,2,Crystal
893,2,Crystal
894,2,Crystal
895,2,Crystal
896,2,Crystal
897,2,Crystal
898,2,Crystal
899,2,Crystal
900,2,Crystal
901,1,Defective
902,2,Crystal
903,2,Crystal
904,2,Crystal
905,1,Defective
906,2,Crystal
907,2,Crystal
908,2,Crystal
909,2,Crystal
910,2,Crystal
911,2,Crystal
912,2,Crystal
913,1,Defective
914,2,Crystal
915,2,Crystal
916,2,Crystal
917,2,Crystal
918,2,Crystal
919,1,Defective
920,2,Crystal
921,2,Crystal
922,1,Defective
923,2,Crystal
924,1,Defective
925,2,Crystal
926,2,Crystal
927,2,Crystal
928,2,Crystal
929,2,Crystal
930,1,Defective
931,2,Crystal
932,2,Crystal
933,2,Crystal
934,2,Crystal
935,2,Crystal
936,2,Crystal
937,2,Crystal
938,2,Crystal
939,2,Crystal
940,2,Crystal
941,1,Defective
942,2,Crystal
943,2,Crystal
944,2,Crystal
945,1,Defective
946,2,Crystal
947,2,Crystal
948,2,Crystal
949,2,Crystal
950,2,Crystal
951,2,Crystal
952,2,Crystal
953,1,Defective
954,2,Crystal
955,1,Defective
956,1,Defective
957,1,Defective
958,2,Crystal
959,2,Crystal
960,1,Defective
961,1,Defective
962,2,Crystal
963,2,Crystal
964,2,Crystal
965,2,Crystal
966,2,Crystal
967,2,Crystal
968,2,Crystal
969,2,Crystal
970,2,Crystal
971,2,Crystal
972,2,Crystal
973,2,Crystal
974,2,Crystal
975,1,Defective
976,1,Defective
977,2,Crystal
978,2,Crystal
979,2,Crystal
980,2,Crystal
981,2,Crystal
982,2,Crystal
983,2,Crystal
984,2,Crystal
985,2,Crystal
986,2,Crystal
987,2,Crystal
988,2,Crystal
989,2,Crystal
990,1,Defective
991,2,Crystal
992,2,Crystal
993,2,Crystal
994,2,Crystal
995,2,Crystal
996,2,Crystal
997,2,Crystal
998,2,Crystal
999,2,Crystal
